Id,SalePrice
1461,125884.77959355456
1462,144154.01333333334
1463,151234.36666666667
1464,182233.0
1465,228553.16
1466,197716.66666666666
1467,145260.24761904762
1468,179715.86336940838
1469,182020.55666666667
1470,116417.61354858108
1471,183851.87333333332
1472,96378.4301994302
1473,138605.13888888888
1474,161391.84012506015
1475,129698.33333333333
1476,410156.74666666664
1477,243063.80666666667
1478,330565.7133333333
1479,303917.3333333333
1480,433852.19
1481,297548.2033333333
1482,199003.53666666665
1483,156009.51666666666
1484,165665.33333333334
1485,215707.66916666666
1486,229707.45
1487,324288.9533333333
1488,256262.0622222222
1489,176574.0
1490,179898.7507936508
1491,201810.07857142854
1492,114424.77777777778
1493,210426.0
1494,313678.6666666667
1495,270798.2033333333
1496,185693.34682539685
1497,205613.26
1498,158687.82973015873
1499,158687.82973015873
1500,151107.59838888887
1501,173237.66666666672
1502,149569.0
1503,267233.56666666665
1504,255989.53666666665
1505,194297.59523809524
1506,188710.06944444447
1507,187864.50666666665
1508,174983.33333333334
1509,174204.97619047618
1510,112986.50333333333
1511,142510.07111111112
1512,150191.04022222222
1513,217024.66666666666
1514,125324.33333333333
1515,145159.17666666667
1516,155304.88095238095
1517,121327.33333333333
1518,129018.64444444444
1519,200881.05555555553
1520,131842.39037999036
1521,118870.0
1522,181727.0
1523,108070.0
1524,132225.39047619049
1525,127933.33333333333
1526,115729.691005291
1527,110466.26626984126
1528,116776.69047619044
1529,150291.0
1530,158316.44444444447
1531,152395.26666666666
1532,102228.75000000001
1533,129587.77777777778
1534,148256.66666666666
1535,142636.66666666666
1536,136771.83333333334
1537,75255.0823015873
1538,201605.40666666668
1539,271424.9074074074
1540,131993.25666666665
1541,179749.31746031743
1542,149842.0
1543,244393.33333333334
1544,80827.66666666667
1545,116680.16666666667
1546,127186.86933333332
1547,96947.16666666667
1548,141629.30555555553
1549,137988.2498148148
1550,124402.54144444448
1551,141199.48333333334
1552,136283.44
1553,121119.11904761905
1554,142048.34666666668
1555,139473.43333333332
1556,116006.55555555555
1557,118169.27777777778
1558,113218.33333333333
1559,148050.0
1560,148561.9
1561,143165.26666666666
1562,108143.72103174603
