Id,SalePrice
1461,124767.74430451702
1462,143257.57575757575
1463,150680.30303030304
1464,182543.33333333334
1465,227161.5878787879
1466,196808.58585858584
1467,145198.18181818182
1468,179507.74956709956
1469,182371.91010101011
1470,115581.33559840827
1471,183875.88787878788
1472,96517.90976700069
1473,137469.3734968735
1474,161737.81262735586
1475,130339.69696969698
1476,426436.0515151515
1477,242025.72121212122
1478,331210.1434343434
1479,300650.30303030304
1480,434658.0181818182
1481,294289.2585858586
1482,201041.39393939395
1483,155856.39393939395
1484,166628.78787878787
1485,212124.12121212122
1486,228876.81818181818
1487,322743.6060606061
1488,255397.5252525253
1489,178848.63636363635
1490,179472.16017316017
1491,201379.86363636365
1492,112764.95310245312
1493,210128.63636363635
1494,315407.8787878788
1495,268504.5333333333
1496,187014.43434343432
1497,203786.9212121212
1498,158058.79102802902
1499,158058.79102802902
1500,151859.89974747473
1501,173656.2323232323
1502,150109.3795093795
1503,267028.50303030305
1504,255812.9121212121
1505,195085.35281385283
1506,188817.4134199134
1507,187475.92727272728
1508,171948.48484848486
1509,173402.34848484848
1510,113609.52424242425
1511,143325.29393939395
1512,150135.26757575758
1513,217776.51515151514
1514,126055.24386724387
1515,143957.57575757575
1516,155597.74891774895
1517,126039.39393939394
1518,128692.83636363636
1519,200519.40541781465
1520,131719.68227731864
1521,119174.24242424243
1522,181910.9090909091
1523,108269.69696969698
1524,133446.81818181818
1525,128583.93939393939
1526,114921.07589128042
1527,108873.9191919192
1528,116206.89754689756
1529,149888.54545454544
1530,158326.2626262626
1531,152525.75757575757
1532,100365.35353535353
1533,129430.42929292932
1534,146863.63636363635
1535,141954.54545454544
1536,139245.0101010101
1537,75406.1632034632
1538,207199.47575757577
1539,270390.8080808081
1540,133586.31212121213
1541,179347.09956709956
1542,150839.69696969696
1543,243718.18181818182
1544,81677.12121212122
1545,121604.03463203464
1546,129051.51515151515
1547,95991.33333333333
1548,142571.81818181818
1549,136419.8367243867
1550,122235.59383838382
1551,142009.2323232323
1552,139659.26767676766
1553,122420.45454545454
1554,141860.60606060605
1555,140758.34848484848
1556,115938.91414141413
1557,118303.93939393939
1558,112316.66666666667
1559,149706.0606060606
1560,145992.4393939394
1561,144464.9090909091
1562,107709.89898989898
1563,118348.4712950938
1564,124915.0974025974
1565,181694.64646464647
1566,190831.67821067825
1567,83413.67424242424
1568,181548.48484848486
1569,110401.90303030303
1570,125460.82323232325
1571,106488.91535353534
1572,133341.1393939394
1573,190270.45743145744
1574,138936.36363636365
1575,189379.19191919192
1576,181700.31919191917
1577,178673.63636363635
1578,165506.84078884078
1579,144630.30303030304
1580,207827.6303030303
1581,93163.1204906205
1582,122346.67316017313
1583,409839.3939393939
1584,260712.57575757575
1585,143459.36140106097
1586,74197.97748917749
1587,121455.7671192444
1588,128876.36363636363
1589,127479.92424242424
1590,128162.92929292932
1591,107023.06850977307
1592,117700.75757575757
1593,142858.30894467895
1594,150246.0606060606
1595,113294.54545454546
1596,254719.10303030303
1597,126470.12727272727
1598,196422.34848484848
1599,177484.54545454544
1600,188376.5575757576
1601,50220.548484848485
1602,132016.36363636365
1603,127165.0505050505
1604,286284.37020202033
1605,310133.7393939394
1606,154604.54545454544
1607,215713.63636363635
1608,198047.07676767677
1609,179688.2323232323
1610,181822.22222222222
1611,165460.30303030304
1612,165793.8961038961
1613,132561.7676767677
1614,112620.45454545454
1615,68531.1525974026
1616,68531.1525974026
1617,85967.51863876867
1618,120693.26482683985
1619,122377.97979797976
1620,142247.89696969697
1621,167155.15151515152
1622,131278.78787878787
1623,235226.9696969697
1624,175561.11111111107
1625,111277.48737373736
1626,179226.66666666666
1627,192348.48484848486
1628,265376.6666666667
1629,168369.5652958153
1630,293070.58484848484
1631,256230.97575757577
1632,219661.03174603172
1633,165647.72727272726
1634,201621.21212121213
1635,169356.68686868687
1636,148756.36363636365
1637,152146.52958152955
1638,255709.77272727274
1639,176305.68686868684
1640,292418.93333333335
1641,148633.33333333334
1642,206036.9696969697
1643,259024.9393939394
1644,239613.33333333334
1645,149512.12121212122
1646,145083.0303030303
1647,157424.59183742167
1648,149629.57575757575
1649,131469.79220779226
1650,119324.56707013516
1651,119324.56707013516
1652,96517.90976700069
1653,96517.90976700069
1654,161696.51515151514
1655,154532.19696969696
1656,161737.81262735586
1657,161696.51515151514
1658,161737.81262735586
1659,130339.69696969698
1660,135232.12121212122
1661,441304.98484848486
1662,420949.00606060604
1663,374353.8787878788
1664,436185.20606060605
1665,370293.81212121213
1666,265984.1151515152
1667,302493.2393939394
1668,371387.7090909091
1669,301279.9696969697
1670,351463.87272727274
1671,207815.2070707071
1672,446310.8575757576
1673,339073.1818181818
1674,254946.4909090909
1675,160950.69083694083
1676,189815.5878787879
1677,216319.30216450218
1678,428156.2878787879
1679,272603.5878787879
1680,303485.4696969697
1681,263896.54646464647
1682,297476.2484848485
1683,158195.09999999998
1684,174405.5048881673
1685,193480.60606060608
1686,189284.69696969696
1687,212124.12121212122
1688,197147.10137085136
