Id,SalePrice
1461,129271.0
1462,144710.48
1463,151647.86666666667
1464,187826.0
1465,219280.22666666665
1466,175998.46666666667
1467,166897.46666666667
1468,179248.86666666667
1469,179563.88
1470,113823.80666666667
1471,193077.49666666667
1472,89927.20634920635
1473,94431.07333333333
1474,166927.4
1475,141351.92444444442
1476,404243.31333333335
1477,250159.28666666665
1478,326909.2733333333
1479,300518.61333333334
1480,471667.0466666667
1481,334878.06666666665
1482,207551.41333333333
1483,174859.08
1484,179978.56
1485,162759.83333333334
1486,205337.83333333334
1487,363983.49333333335
1488,258740.92666666667
1489,201179.84666666668
1490,175519.93333333332
1491,186635.88888888888
1492,112940.90476190478
1493,180510.48
1494,302041.17333333334
1495,297026.2733333333
1496,212081.98
1497,202137.33333333334
1498,150942.32355555557
1499,150769.23733333335
1500,139355.5107777778
1501,173600.66666666666
1502,146933.60962962962
1503,287611.58
1504,234166.66666666666
1505,215869.52
1506,204939.12
1507,210237.8
1508,192391.33333333334
1509,163326.6
1510,150233.97333333333
1511,152891.06
1512,167955.73333333334
1513,173378.93333333332
1514,140686.4
1515,158285.6
1516,170131.88
1517,141480.88888888888
1518,144611.13333333333
1519,217023.02
1520,139169.66666666666
1521,148715.33333333334
1522,176570.8
1523,117387.68
1524,124744.48
1525,129159.66666666667
1526,125800.33333333333
1527,100300.73333333334
1528,123888.38095238095
1529,153158.49333333335
1530,159377.33333333334
1531,125104.47333333333
1532,95083.66666666667
1533,157670.79333333333
1534,124654.25333333333
1535,129314.33333333333
1536,126044.2
1537,88578.72666666667
1538,190270.93333333332
1539,236946.18666666668
1540,130410.50666666667
1541,172210.33333333334
1542,158390.77333333335
1543,237605.84
1544,83504.0
1545,101943.13777777777
1546,129077.10444444443
1547,126209.78666666667
1548,119054.89333333333
1549,116817.17577777778
1550,149626.58666666667
1551,128542.4
1552,133737.33333333334
1553,137256.86666666667
1554,106786.2
1555,147223.19333333333
1556,104306.02666666667
1557,134269.16666666666
1558,99964.36
1559,124892.41333333333
1560,148313.20666666667
1561,142003.4
1562,121852.05333333333
1563,120331.33333333333
1564,160668.66666666666
1565,150352.08
1566,184002.72666666665
1567,85584.29333333333
1568,209783.06
1569,118512.20666666667
1570,136726.0
1571,121512.25333333333
1572,150047.92666666667
1573,226383.59333333332
1574,168923.0
1575,198761.67333333334
1576,194713.66666666666
1577,192289.27333333335
1578,168025.62
1579,139788.86666666667
1580,189136.16666666666
1581,133590.33333333334
1582,129511.0
1583,367886.81333333335
1584,241260.87333333332
1585,138414.69444444444
1586,72439.51333333334
1587,104078.62
1588,147105.04
1589,107534.11333333333
1590,135309.33333333334
1591,112703.72
1592,148271.26666666666
1593,122158.95222222224
1594,150996.33333333334
1595,132635.89333333334
1596,248788.82
1597,147889.53333333333
1598,168331.82222222222
1599,206549.72
1600,204135.25333333333
1601,59083.97555555556
1602,127168.0288888889
1603,105877.45333333334
1604,258411.00666666665
1605,260520.33333333334
1606,170140.66666666666
1607,213034.79333333333
1608,220473.71333333335
1609,189483.44666666666
1610,148944.22666666665
1611,154851.28666666665
1612,177399.86666666667
1613,173235.14666666667
1614,122328.66666666667
1615,78450.8888888889
1616,78450.8888888889
1617,82506.56444444443
1618,127202.10666666667
1619,125604.1111111111
1620,170572.39333333334
1621,124561.66333333333
1622,135074.8
1623,289519.52
1624,197759.0
1625,132283.0
1626,177748.66666666666
1627,185200.33333333334
1628,263521.17333333334
1629,165002.06666666668
1630,305020.9066666667
1631,237841.82666666666
1632,255625.46
1633,160771.83333333334
1634,181262.21333333335
1635,176710.08
1636,162591.22666666665
1637,159013.33333333334
1638,218276.1
1639,180094.0
1640,251428.58666666667
1641,184331.0
1642,224744.83333333334
1643,250187.12666666668
1644,228177.85333333333
1645,170255.66666666666
1646,156348.13555555555
1647,176582.08
1648,151288.16
1649,132587.53333333333
1650,118422.42
1651,113057.80666666667
1652,91999.76190476191
1653,98488.0
1654,162486.33333333334
1655,167046.4688888889
1656,168118.97333333333
1657,162385.56666666668
1658,152456.88
1659,142069.55777777775
1660,142518.14
1661,448762.24666666664
1662,387582.6533333333
1663,390523.46
1664,441611.63333333336
1665,354687.05333333334
1666,266680.08
1667,311762.61333333334
1668,351029.69333333336
1669,294578.3333333333
1670,363131.96
1671,256253.4
1672,485572.8333333333
1673,306926.52
1674,246330.93333333332
1675,183106.34666666668
1676,188769.53333333333
1677,214818.28666666665
1678,425900.5133333333
1679,352734.9733333333
1680,320915.25333333336
1681,260285.88
1682,287702.2266666667
1683,180519.50833333333
1684,175647.39333333334
1685,170781.96666666667
1686,171113.90666666668
1687,164165.2
1688,189516.33333333334
1689,187286.1
1690,180510.0
1691,161090.16
1692,254148.38666666666
1693,162759.83333333334
1694,179057.23333333334
1695,173652.16666666666
1696,253489.21333333335
1697,174285.63333333333
1698,328294.5
1699,378665.85333333333
1700,231857.50666666665
1701,261222.44
1702,267156.38666666666
1703,277579.99333333335
1704,303922.02
1705,262976.18666666665
1706,444815.99333333335
1707,198294.44666666666
1708,216474.0
1709,305850.2133333333
1710,235401.72666666665
1711,245268.10666666666
1712,270343.7866666667
1713,246311.11333333334
1714,211290.46666666667
1715,201867.33333333334
1716,185778.66666666666
1717,170023.98666666666
1718,138243.0
1719,201756.96666666667
1720,256222.77333333335
1721,164957.33333333334
1722,129244.16666666667
1723,157972.24666666667
1724,202283.20666666667
1725,242856.26666666666
1726,192438.33333333334
1727,172401.72
1728,179498.22222222225
1729,159717.33333333334
1730,166818.09333333332
1731,133239.66666666666
1732,130324.0
1733,124567.77333333333
1734,131339.44444444444
1735,121539.0
1736,120694.36
1737,354152.7
1738,216993.2
1739,280815.48
1740,188427.16
1741,163381.22666666665
1742,172580.0
1743,177400.5
1744,300035.84
1745,248162.55333333334
1746,274616.44
1747,223785.46
1748,202785.96
1749,165710.75333333333
1750,151219.48
1751,217401.17333333334
1752,124945.33333333333
1753,167994.93333333332
1754,234127.06
1755,168167.64
1756,112294.23333333334
1757,126559.33333333333
1758,139113.7
1759,158610.34
1760,150211.54666666666
1761,160245.32
1762,160963.3
1763,173609.46666666667
1764,127942.0
1765,194480.16
1766,174260.66666666666
1767,190571.33333333334
1768,138057.66666666666
1769,189698.82
1770,136277.66666666666
1771,146496.58
1772,156611.2
1773,135358.81333333332
1774,147156.1
1775,140853.3111111111
1776,132431.43333333332
1777,107919.66666666667
1778,126063.83333333333
1779,123604.45333333334
1780,173061.8711111111
1781,129824.5
1782,88275.42
1783,136889.32333333333
1784,87289.84
1785,124529.56666666667
1786,155666.86666666667
1787,180197.30666666667
1788,56057.06
1789,114240.4
1790,77131.43777777778
1791,211412.52666666667
1792,153802.33333333334
1793,147892.11111111112
1794,141947.75555555554
1795,144748.0
1796,122731.5
1797,125231.22
1798,126168.66666666667
1799,106276.2
1800,120486.0
1801,122819.62666666666
1802,178900.66666666666
1803,160754.66666666666
